Judul Resep;Tanggal;Isi Resep;URL Link;URL Gambar
Jus Sehat Enak Bayam Mangga Timun 🥬🥭🥒;2025-10-28T02:47:13Z;BAHAN-BAHAN: - Bahan-bahan - 10 Menit4-5 Orang - 10 Menit - 4-5 Orang - 2 pcsMangga(saya pakaiManggaGadung Masak pohon, manis banget dan lagi musimmangga💕)SecukupnyaBayamSecukupnyaTimunSecukupnyaAir PutihSecukupnyaEs Batu - 2 pcsMangga(saya pakaiManggaGadung Masak pohon, manis banget dan lagi musimmangga💕) - SecukupnyaBayam - SecukupnyaTimun - SecukupnyaAir Putih - SecukupnyaEs Batu CARA MEMBUAT: 1. Cara Membuat 4. 1Cuci Bersih Bayam, Mangga, dan Timun. Potong mangga dan timunnya. 7. Cuci Bersih Bayam, Mangga, dan Timun. Potong mangga dan timunnya. 8. Cuci Bersih Bayam, Mangga, dan Timun. Potong mangga dan timunnya. 9. Cuci Bersih Bayam, Mangga, dan Timun. Potong mangga dan timunnya. 13. 2Masukkan semua bahan kedalam blender lalu beri air dan Es Baru Secukupnya (hangan terlalu bangak supaya tidak terlalu encer). Kalau mau Aesthetic, blender mangganya dulu kemudian tuang ke dalam gelas, baru kemudian blender bayam dan timun, lalu tuang di atas jus mangga tadi.;https://cookpad.com/id/resep/25147018;https://img-global.cpcdn.com/recipes/317f403abd7b2162/1200x630cq80/photo.jpg
Es buah sehat;2025-10-25T16:07:46Z;BAHAN-BAHAN: - Bahan-bahan - 20 menit2 Porsi - 20 menit - 2 Porsi - 2 potongbuah pepaya2 potongmelonSecukupnyaairkelapa mudaSecukupnyachia seedatauselasih - 2 potongbuah pepaya - 2 potongmelon - Secukupnyaairkelapa muda - Secukupnyachia seedatauselasih CARA MEMBUAT: 1. Cara Membuat 4. 1Siapkan bahan². Kupas buah²an, lalu cuci bersih. Saya buat 2 versi bentuk buah²annya yg satunya diserut yg satunya dipotong kotak² kecil. Buah²annya boleh di tambahkan kiwi, apel & melon yaa bun. 7. Siapkan bahan². Kupas buah²an, lalu cuci bersih. Saya buat 2 versi bentuk buah²annya yg satunya diserut yg satunya dipotong kotak² kecil. Buah²annya boleh di tambahkan kiwi, apel & melon yaa bun. 8. Siapkan bahan². Kupas buah²an, lalu cuci bersih. Saya buat 2 versi bentuk buah²annya yg satunya diserut yg satunya dipotong kotak² kecil. Buah²annya boleh di tambahkan kiwi, apel & melon yaa bun. 9. Siapkan bahan². Kupas buah²an, lalu cuci bersih. Saya buat 2 versi bentuk buah²annya yg satunya diserut yg satunya dipotong kotak² kecil. Buah²annya boleh di tambahkan kiwi, apel & melon yaa bun.;https://cookpad.com/id/resep/25139449;https://img-global.cpcdn.com/recipes/bc1f5a9c4b09769c/1200x630cq80/photo.jpg
Nugget feat Sayur Sehat;2025-10-25T15:51:50Z;BAHAN-BAHAN: - Bahan-bahan - 1 jam3 org - 1 jam - 3 org - 14 pcscarrot chiken nuggetCarrot Chicken Nugget3 buahwortel2 buahtimun3 buahtomatPelengkap:Saos sambalbotolSecukupnyaminyak untuk menggoreng - 14 pcscarrot chiken nuggetCarrot Chicken Nugget - Carrot Chicken Nugget - 3 buahwortel - 2 buahtimun - 3 buahtomat - Pelengkap: - Saos sambalbotol - Secukupnyaminyak untuk menggoreng CARA MEMBUAT: 1. Cara Membuat 4. 1Kupas wortel, potong, bilas bersih, rebus hingga matang. Tiriskan. Cuci bersih timun dan tomat. 7. Kupas wortel, potong, bilas bersih, rebus hingga matang. Tiriskan. Cuci bersih timun dan tomat. 8. Kupas wortel, potong, bilas bersih, rebus hingga matang. Tiriskan. Cuci bersih timun dan tomat. 9. Kupas wortel, potong, bilas bersih, rebus hingga matang. Tiriskan. Cuci bersih timun dan tomat.;https://cookpad.com/id/resep/15993889;https://img-global.cpcdn.com/recipes/7d26d082b735c1c0/1200x630cq80/photo.jpg
Simple & Healthy Breakfast with Sweet Corn;2025-10-25T08:44:27Z;BAHAN-BAHAN: - Bahan-bahan - 15 menit1 orang - 15 menit - 1 orang - 1 butirtelurukuran besar1/2 buahjagungukuran agak besar, sisir lalu chopper agak halus1 potong sedanghomemadeluncheon ayamudang1/4 sdtgaram1/4 sdtmerica bubuk1 sdmmargarinPelengkap :Secukupnyajagungrebus1 cup kecilsupkrim kentalsiap saji (optional), untuk cocolanSecukupnyaseladabokor - 1 butirtelurukuran besar - 1/2 buahjagungukuran agak besar, sisir lalu chopper agak halus - 1 potong sedanghomemadeluncheon ayamudang - 1/4 sdtgaram - 1/4 sdtmerica bubuk - 1 sdmmargarin - Pelengkap : - Secukupnyajagungrebus - 1 cup kecilsupkrim kentalsiap saji (optional), untuk cocolan - Secukupnyaseladabokor CARA MEMBUAT: 1. Cara Membuat 4. 1DADAR JAGUNG : Campur jagung, telur, garam dan merica bubuk. Kocok hingga tercampur rata.SADARI yuks : Ganti bahan 4P sintetis dengan bahan alami 7. DADAR JAGUNG : Campur jagung, telur, garam dan merica bubuk. Kocok hingga tercampur rata.SADARI yuks : Ganti bahan 4P sintetis dengan bahan alami 8. DADAR JAGUNG : Campur jagung, telur, garam dan merica bubuk. Kocok hingga tercampur rata. 9. DADAR JAGUNG : Campur jagung, telur, garam dan merica bubuk. Kocok hingga tercampur rata. 15. SADARI yuks : Ganti bahan 4P sintetis dengan bahan alami;https://cookpad.com/id/resep/25137672;https://img-global.cpcdn.com/recipes/ccfd1f02256dd4a4/1200x630cq80/photo.jpg
Healthy Juice (tanpa air, tanpa gula);2025-10-25T01:14:48Z;BAHAN-BAHAN: - Bahan-bahan - 30 menit3 botol - 30 menit - 3 botol - Juice Timun:500 grtimun1/2 bonggolbrokoli1 ruas jarijaheJuice Wortel:500 grwortel3 buahjeruk sunkistGreen Juice:2 bonggolpakcoy1/2 buahnanas1 sdtperasanlemon - Juice Timun: - 500 grtimun - 1/2 bonggolbrokoli - 1 ruas jarijahe - Juice Wortel: - 500 grwortel - 3 buahjeruk sunkist - Green Juice: - 2 bonggolpakcoy - 1/2 buahnanas - 1 sdtperasanlemon CARA MEMBUAT: 1. Cara Membuat 4. 1Cuci bersih semua bahan. Bilas dengan air matang. Potong-potong. Kupas jeruk sunkist. 7. Cuci bersih semua bahan. Bilas dengan air matang. Potong-potong. Kupas jeruk sunkist. 8. Cuci bersih semua bahan. Bilas dengan air matang. Potong-potong. Kupas jeruk sunkist. 9. Cuci bersih semua bahan. Bilas dengan air matang. Potong-potong. Kupas jeruk sunkist. 13. 2Masukkan ke dalam slow juicer. Proses sampai selesai.;https://cookpad.com/id/resep/15136098;https://img-global.cpcdn.com/recipes/8cf554f032c324fa/1200x630cq80/photo.jpg
Kolak Pisang Sehat;2025-10-24T23:29:32Z;BAHAN-BAHAN: - Bahan-bahan - 30 menit3 porsi - 30 menit - 3 porsi - 1 buahUbi Jalar(aku dapatUbi Kuning), potong sesuai selera3 buahPisang Uli(stokpisang matang), potong sesuai selera3 sdmFiberCreme1 lembarDaun Pandan3 tetesGula Stevia3 sdmGula MerahDiet1/2 sdtGaram300 mlair - 1 buahUbi Jalar(aku dapatUbi Kuning), potong sesuai selera - 3 buahPisang Uli(stokpisang matang), potong sesuai selera - 3 sdmFiberCreme - 1 lembarDaun Pandan - 3 tetesGula Stevia - 3 sdmGula MerahDiet - 1/2 sdtGaram - 300 mlair CARA MEMBUAT: 1. Cara Membuat 4. 1Siapkan bahan-bahan yang diperlukan, potong sesuai selera 7. Siapkan bahan-bahan yang diperlukan, potong sesuai selera 8. Siapkan bahan-bahan yang diperlukan, potong sesuai selera 9. Siapkan bahan-bahan yang diperlukan, potong sesuai selera 15. 2Rebus Ubi Jalar bersama dengan Daun Pisang. Setelah Ubi empuk, masukkan Gula Merah Diet;https://cookpad.com/id/resep/24569312;https://img-global.cpcdn.com/recipes/48a9870798eacc8e/1200x630cq80/photo.jpg
Ikan teri nasi medan sehat;2025-10-23T23:53:04Z;BAHAN-BAHAN: - Bahan-bahan - 25 menit4 porsi - 25 menit - 4 porsi - Bahan A100 gteri medansecukupnyaair panasBahan B20semprot minyak - Bahan A - 100 gteri medan - secukupnyaair panas - Bahan B - 20semprot minyak CARA MEMBUAT: 1. Cara Membuat 4. 1Mengikuti petunjuk bungkusan, (A): rendam teri medan dalam air panas selama 10 menit. 7. Mengikuti petunjuk bungkusan, (A): rendam teri medan dalam air panas selama 10 menit. 8. Mengikuti petunjuk bungkusan, (A): rendam teri medan dalam air panas selama 10 menit. 9. Mengikuti petunjuk bungkusan, (A): rendam teri medan dalam air panas selama 10 menit. 13. 2Tiriskan air. Panaskan oven ke 200C dengan setting kipas + api atas.;https://cookpad.com/id/resep/25134348;https://img-global.cpcdn.com/recipes/1a7711c0b664ded5/1200x630cq80/photo.jpg
257. STRAWBERRY HONEY JAM || ENAK, SEGAR & SEHAT;2025-10-22T17:11:23Z;BAHAN-BAHAN: - Bahan-bahan - 20 menit500 ml - 20 menit - 500 ml - 800 grambuah strawberry segar400 mlmadu, optional - 800 grambuah strawberry segar - 400 mlmadu, optional CARA MEMBUAT: 1. Cara Membuat 4. 1Cuci bersih buah strawberry, lalu potong² seperti di gambar. 7. Cuci bersih buah strawberry, lalu potong² seperti di gambar. 8. Cuci bersih buah strawberry, lalu potong² seperti di gambar. 9. Cuci bersih buah strawberry, lalu potong² seperti di gambar.;https://cookpad.com/id/resep/24453737;https://img-global.cpcdn.com/recipes/2d61b8ddaa13bc6d/1200x630cq80/photo.jpg
Opor ayam sehat;2025-10-21T10:22:09Z;BAHAN-BAHAN: - Bahan-bahan - 1 jam 10 menit4 orang - 1 jam 10 menit - 4 orang - Bahan A1 ekorayam, potong 12Air, cukup untuk menutupi potonganayam1 sdtgaramBahan B5 sdmbumbu dasar putih2 buahsereh3 lembardaun jeruk1 lembardaun dalamBahan C1 kotak (65 ml)santan - Bahan A - 1 ekorayam, potong 12 - Air, cukup untuk menutupi potonganayam - 1 sdtgaram - Bahan B - 5 sdmbumbu dasar putih - 2 buahsereh - 3 lembardaun jeruk - 1 lembardaun dalam - Bahan C - 1 kotak (65 ml)santan CARA MEMBUAT: 1. Cara Membuat 2. 1 jam 10 menit 3. 1Panaskan wajan dengan api sedang. Semprot minyak secukupnya. 6. Panaskan wajan dengan api sedang. Semprot minyak secukupnya. 7. Panaskan wajan dengan api sedang. Semprot minyak secukupnya. 8. Panaskan wajan dengan api sedang. Semprot minyak secukupnya. 9. 2Tumis (B): bumbu dasar putih hingga wangi, tambahkan sisa bahan (B) dan tumis hingga wangi. 12. Tumis (B): bumbu dasar putih hingga wangi, tambahkan sisa bahan (B) dan tumis hingga wangi. 13. Tumis (B): bumbu dasar putih hingga wangi, tambahkan sisa bahan (B) dan tumis hingga wangi. 14. Tumis (B): bumbu dasar putih hingga wangi, tambahkan sisa bahan (B) dan tumis hingga wangi. 15. 3Masukkan (A). Besarkan api. Masak hingga air mendidih, kecilkan api. Ungkep hingga ayam empuk dan air menyusut. Tes rasa: tambahkan garam/ air jika diperlukan.;https://cookpad.com/id/resep/25126868;https://img-global.cpcdn.com/recipes/415b2117b807302f/1200x630cq80/photo.jpg
Tahu Bakso Ayam Lezat dan Sehat;2025-10-21T05:56:03Z;BAHAN-BAHAN: - Bahan-bahan - Rame-rame - Rame-rame - 1 bungkustahupong isi 10 biji, belah jadi 2 ya.500 gramdada ayam fillet(Cincang halus)1 batangdaun bawang(iris halus)1 buahwortel(Parut menggunakan parutankeju)2 Butirtelurukuran sedang1 sdmtepung tapiokaatautepung kanji2 siungbawang putih(haluskan) - 1 bungkustahupong isi 10 biji, belah jadi 2 ya. - 500 gramdada ayam fillet(Cincang halus) - 1 batangdaun bawang(iris halus) - 1 buahwortel(Parut menggunakan parutankeju) - 2 Butirtelurukuran sedang - 1 sdmtepung tapiokaatautepung kanji - 2 siungbawang putih(haluskan) CARA MEMBUAT: 1. Cara Membuat 2. 1Campur dada ayam cincang, bawang putih, telur, tepung tapioka, wortel, daun bawang, garam, merica, dan kaldu bubuk (cooper halus) 5. Campur dada ayam cincang, bawang putih, telur, tepung tapioka, wortel, daun bawang, garam, merica, dan kaldu bubuk (cooper halus) 6. Campur dada ayam cincang, bawang putih, telur, tepung tapioka, wortel, daun bawang, garam, merica, dan kaldu bubuk (cooper halus) 7. Campur dada ayam cincang, bawang putih, telur, tepung tapioka, wortel, daun bawang, garam, merica, dan kaldu bubuk (cooper halus) 8. 2Masukkan sedikit demi sedikit adonan kedalam tahu yang sudah kita belah menjadi dua 11. Masukkan sedikit demi sedikit adonan kedalam tahu yang sudah kita belah menjadi dua 12. Masukkan sedikit demi sedikit adonan kedalam tahu yang sudah kita belah menjadi dua 13. Masukkan sedikit demi sedikit adonan kedalam tahu yang sudah kita belah menjadi dua 14. 3Kemudian kukus tahu bakso ayam kurang lebih 30 menit;https://cookpad.com/id/resep/25126214;https://img-global.cpcdn.com/recipes/77c07a5da1f7b06a/1200x630cq80/photo.jpg
Es Tomat Sehat;2025-10-20T11:02:00Z;BAHAN-BAHAN: - Bahan-bahan - 15 menit1 orang - 15 menit - 1 orang - 1 buahtomat, potong sesuai selera1 sdtchia seeds1-2 Sdmmadu1 sdtairlemonsecukupnyaes batusecukupnyaair putih - 1 buahtomat, potong sesuai selera - 1 sdtchia seeds - 1-2 Sdmmadu - 1 sdtairlemon - secukupnyaes batu - secukupnyaair putih CARA MEMBUAT: 1. Cara Membuat 4. 1Siapkan gelas, masukkan es batu. 7. Siapkan gelas, masukkan es batu. 8. Siapkan gelas, masukkan es batu. 9. Siapkan gelas, masukkan es batu. 13. 2Tambahkan chia seeds, tomat dan madu.;https://cookpad.com/id/resep/25124347;https://img-global.cpcdn.com/recipes/4cdac17727923372/1200x630cq80/photo.jpg
