Judul,Tanggal,Kategori,Deskripsi,URL Gambar,URL Link,Bahan,Langkah
"Resep Bakpao Ayam Kecap, Bisa untuk Ide Jualan Camilan di Kantor",26-Agustus-2024,resep_makanan,"Justru, ketika dihangatkan dengan microwave, tekstur bakpao akan semakin lembut.","https://asset.kompas.com/crops/fy-ycDezNdDIzEOKcG9OzxG14xs=/28x59:996x704/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/09/08/64fa9e8b8fb9c.jpg",https://www.kompas.com/food/read/2024/08/26/172800875/resep-bakpao-ayam-kecap-bisa-untuk-ide-jualan-camilan-di-kantor,"Mengudap Mochi Jepang yang Membahagiakan Artikel Kompas.id | Mengudap Mochi Jepang yang Membahagiakan | Artikel Kompas.id | 1 buah dada ayam, direbus dalam 500 ml air(ukur sisa air 350 ml), dipotong kotak kecil | 1/2 buah bawang bombai, dicincang kasar | 2 siung bawang putih, dicincang kasar | 1/2 sendok makan saus tiram | 1 sendok makan kecap manis | 1/2 sendok teh garam | 1 sendok teh merica hitam kasar | 1/2 sendok teh tepung sagu dan 1 sendok teh air | 1/2 sendok teh minyak wijen | 180 gram tepung terigu protein rendah | 1 sendok teh (6 gram) baking powder | 75 gram gula pasir halus | 35 gram air daun bayam dari 100 gram bayam diseduh, diblender halus, diperas | 20 gram mentega putih | 200 gram tepung terigu protein rendah | 1 1/2 sendok teh (6 gram) ragi instan | 10 gram gula pasir halus | 110 gram air","Buat isian bakpao dulu. Tumis bawang putih dan bawang bombay hingga harum. Tambahkan ayam. Aduk rata. Tambahkan saus tiram, kecap manis, garam, dan merica hitam kasar. Aduk rata. | Lanjut membuat biang bakpao. Campur tepung terigu, ragi instan, dan gula pasir halus. Uleni rata. | Masukkan air. Uleni sampai kalis. Diamkan 1 jam. | Tambahkan mentega putih dan garam. Uleni sampai elastis. | Diamkan 30 menit lagi hingga mengembang. Kukus diatas api sedang 15 menit sampai matang."
"Resep Sayur Sawi Putih Tumis Telur, Makanan Akhir Bulan Bergizi",26-Agustus-2024,resep_makanan,"Kamu bisa pilih sayur dan protein murah yang bisa dibeli di warung terdekat, misalnya sawi putih.","https://asset.kompas.com/crops/pZg9etK_8-W4dxvUfI6Lezbk-JQ=/28x22:641x431/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/26/66cc404f9388d.jpeg",https://www.kompas.com/food/read/2024/08/26/163200375/resep-sayur-sawi-putih-tumis-telur-makanan-akhir-bulan-bergizi-,"1 bonggol (500 gram) sawi putih, dibelah 2 bagian, dipotong 2 bagian | 3 siung bawang putih, dicincang halus | 1 batang daun bawang, dipotong 1 cm | 1/2 sendok makan kecap ikan | 1/8 sendok teh merica bubuk | 1/2 buah bawang bombay, diiris panjang | 2 buah cabai merah keriting, dicincang halus | 2 butir telur, dikocok lepas | 2 sendok makan saus tiram | 1/2 sendok makan kecap asin | 100 ml air | 1/2 sendok teh minyak wijen | Artikel Kompas.id","Tumis bawang putih hingga harum. Masukkan sawi putih. Aduk rata. Tambahkan daun bawang, kecap ikan, dan merica. Aduk sampai layu. Angkat. Sisihkan. | Panaskan minyak, tumis bawang bombay dan cabai hingga harum. Masukkan telur. Aduk hingga berbutir. Tambahkan saus tiram, kecap asin, dan merica bubuk. Aduk rata. | Tuang air. Masak hingga mendidih. Tambahkan minyak wijen. Siram ke atas sawi."
"Resep Soto Semarang, Kuahnya Bening Cocok untuk Sarapan",25-Agustus-2024,resep_makanan,"Soto semarang cocok disantap dengan aneka sate seperti sate kerang. Bisa juga disantap dengan aneka gorengan seperti tempe goreng atau perkedel, karena rasa kuah yang ringan.","https://asset.kompas.com/crops/Ki73ldWcGcZMCoppp5guxcbwjgQ=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/24/66c9c0493033c.jpg",https://www.kompas.com/food/read/2024/08/25/080300075/resep-soto-semarang-kuahnya-bening-cocok-untuk-sarapan-,"1 ekor ayam | 1.750 ml air | 2 lembar daun salam | 2 batang serai, dimemarkan | 3 lembar daun jeruk | 1 1/2 sendok makan garam | 1/4 sendok teh merica bubuk | 1 sendok teh gula pasir | 2 sendok makan minyak untuk menumis | Resep Nasi Kuning Abon Cakalang, Menu Nusantara Lezat | Artikel Kompas.id | 6 siung bawang putih | 1 sendok teh ketumbar | 2 cm jahe | 1 cm kunyit | 6 porsi nasi putih | 50 gram soun, direndam air, potong-potong | 4 sendok makan kecap manis | 2 sendok makan bawang putih goreng | 2 sendok makan bawang merah goreng | 1 batang daun bawang, diiris | 1 batang seledri, diiris | 2 buah jeruk nipis, dipotong-potong","Rebus ayam dan air sampai berkaldu. Angkat ayam. Ukur kaldunya 1.500 ml. Rebus kembali kaldunya. Goreng ayam sampai berkulit. Angkat. Suwir-suwir. | Panaskan minyak, tumis bumbu halus, daun salam, serai, dan daun jeruk. Aduk hingga harum. | Tata nasi, ayam suwir, soun, daun bawang, seledri, dan kecap manis dalam mangkuk. | Tuangkan kuah. Taburkan bawang merah dan bawang putih goreng. Sajikan bersama sate kerang dan jeruk nipis."
"Resep Sate Kerang Pedas Manis, Cocok untuk Makan Soto",24-Agustus-2024,resep_makanan,Salah satu sate yang cocok disantap dengan soto adalah sate kerang.,"https://asset.kompas.com/crops/-DBVx4Mi_0aqESjwNiptty-Skew=/0x15:675x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/24/66c94773d6751.jpg",https://www.kompas.com/food/read/2024/08/24/103800975/resep-sate-kerang-pedas-manis-cocok-untuk-makan-soto,"350 gram kerang dara tanpa cangkang | 2 lembar daun salam | 2 batang serai, dimemarkan | 3 lembar daun jeruk | 1 sendok makan kecap manis | 1 sendok teh garam | 1 sendok teh gula merah | 250 ml air kelapa | 17 buah tusuk sate | 2 sendok makan minyak untuk menumis | Artikel Kompas.id | 7 butir bawang merah | 3 siung bawang putih | 4 buah cabai rawit merah | 3 buah cabai merah keriting | 1 cm jahe | 2 cm kunyit, dibakar","Tumis bumbu halus, daun salam, serai, dan daun jeruk sampai harum. Masukkan kerang dara. Aduk rata. | Tambahkan kecap manis, garam, dan gula merah. Aduk rata. | Tuang air kelapa. Masak di atas api kecil sampai matang dan meresap. | Tusuk-tusuk di tusuk sate. Panggang di atas pan sampai harum."
"Resep Sapo Tahu Sapi, Masak Sayur dan Protein Sekaligus",23-Agustus-2024,resep_makanan,"Cara membuat sapo tahu, sama seperti chinese food pada umumnya terbilang mudah karena hanya perlu tumis semua bahan jadi satu.","https://asset.kompas.com/crops/QHbDh7VSYGMd0F9CC_bkM4JMENo=/0x14:750x514/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/10/02/651a2d9258a4f.jpeg",https://www.kompas.com/food/read/2024/08/23/081200375/resep-sapo-tahu-sapi-masak-sayur-dan-protein-sekaligus-,"1 buah bawang bombai, potong panjang | 3 siung bawang putih, cincang kasar | 2 cm jahe, memarkan | 200 gram daging sukiyaki | 1/2 buah paprika hijau, potong kotak 2x2 cm | 1/2 buah paprika merah, potong kotak 2x2 cm | 2 buah tahu telur, potong bulat tebal 1 cm, goreng dalam minyak panas sekali sampai berkulit | 3 sendok makan saus teriyaki | 1 sendok makan saus tomat | 1 sendok makan saus sambal | 1/2 sendok teh garam | 1/4 sendok teh merica bubuk | 500 ml air | 1 1/2 sendok makan tepung sagu dan 1 1/2 sendok makan air, untuk mengentalkan | 1 batang daun bawang, potong miring | 1 sendok makan minyak goreng untuk menumis | Artikel Kompas.id","Tumis bawang bombai, bawang putih, dan jahe sampai harum. Masukkan daging sukiyaki. Aduk sampai berubah warna. | Masukkan paprika hijau dan paprika merah. Aduk sampai layu. Masukkan tahu telur. Aduk rata. | Masukkan saus teriyaki, saus tomat, saus sambal, garam, dan merica hitam bubuk. Aduk sampai seluruh bahan terbalut bumbu. Tuangkan air. Masak sampai matang. | Kentalkan dengan larutan tepung sagu. Masukkan daun bawang. Aduk sampai meletup-letup."
"Resep Tumis Jamur Merang, Lauk Murah untuk Tanggal Tua",21-Agustus-2024,resep_makanan,"Masak sendiri dengan bahan makanan kaya vitamin, serat, protein, dan kandungan baik lainnya untuk tubuh.","https://asset.kompas.com/crops/f97_sR22DtoKElrTLjsCyEsDJIg=/75x67:633x439/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/21/66c55713799c6.jpg",https://www.kompas.com/food/read/2024/08/21/103600075/resep-tumis-jamur-merang-lauk-murah-untuk-tanggal-tua-,"Artikel Kompas.id | 150 gram jamur merang, potong 2 bagian | 5 lonjor kacang panjang, potong 3 cm | 1 lembar daun salam | 2 cm lengkuas, memarkan | 1 buah tomat merah, potong-potong | 2 batang kemangi, petiki daunnya | 1 sendok teh garam | 1 sendok teh gula pasir | 1/4 sendok teh kaldu ayam bubuk | 100 ml air | 2 sendok makan minyak, untuk menumis | 1 cm kunyit, bakar | 2 butir kemiri, sangrai | 4 butir bawang merah | 2 siung bawang putih","Tumis bumbu halus, daun salam, dan lengkuas sampai harum. Masukkan tomat. Aduk sampai layu. | Masukkan jamur dan kacang panjang. Aduk rata. Bubuhi garam, gula pasir, dan kaldu ayam bubuk. Aduk rata. | Tuang air. Aduk sesekali sampai meresap. Menjelang diangkat, masukkan daun kemangi. Aduk menyebar sampai layu."
"Resep Semur Tahu Praktis, Jangan Lupa Tabur Bawang Goreng",21-Agustus-2024,resep_makanan,"Sebelum menyantap semur tahu dengan nasi, jangan lupa taburi bawang goreng agar semakin nikmat.","https://asset.kompas.com/crops/ZkJSGzh1EmnE8iMMxjve99PjVO8=/23x0:991x645/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/04/20/6440755366163.jpeg",https://www.kompas.com/food/read/2024/08/21/093700475/resep-semur-tahu-praktis-jangan-lupa-tabur-bawang-goreng,"500 gr tahu | 1 ekor ayam, potong menjadi 12 bagian | 300 ml air | Artikel Kompas.id | 8 siung bawang putih | 8 siung bawang merah | 1 buah tomat, potong menurut selera | 2 cm jahe, memarkan | 3 sdm kecap manis | 1 sdt kecap asin | 1 sdt minyak wijen | Garam secukupnya | Gula secukupnya | Penyedap secukupnya","Potong tahu persegi panjang, lalu goreng. | Haluskan bawang merah dan bawang putih, lalu tumis hingga harum. Masukkan ayam dan tambahkan air. | Masukkan tahu dan bumbu lainnya, aduk secara merata dan biarkan hingga daging ayam empuk serta bumbu meresap. | Jika suka, bisa tambahkan soun dan disajikan dengan taburan bawang goreng."
"Resep Nasi Kuning Rice Cooker Praktis, Pakai Kunyit Bubuk dan Santan Instan",16-Agustus-2024,resep_makanan,"Apabila kamu mamu membuat nasi kuning dari kunyit bubuk dan santan instan juga bisa, sehingga tidak peru repot mengupas bumbu atau memeras kelapa.","https://asset.kompas.com/crops/i6jp5bKyOOGb_ZU8l_9-y8XB0ns=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/15/65a494530285b.jpg",https://www.kompas.com/food/read/2024/08/16/112157575/resep-nasi-kuning-rice-cooker-praktis-pakai-kunyit-bubuk-dan-santan-instan,"2 gelas beras (takaran biasa masak nasi) | 2 santan instan ukuran 65 ml, campur dengan air takaran masak beras biasa | 2 sdm kunyit bubuk | 8 lembar daun salam | 1 sdm daun pandan, sayat-sayat dan ikat | 1,5-2 sdm garam | 1 sdm kaldu jamur | Resep Ayam Goreng Terasi Gurih Nikmat, Bikin Tambah Nasi | Artikel Kompas.id | 10 butir bawang merah iris, goreng","Aduk santan instan dengan air takaran masak beras dua gelas beras. Masing-masing rice cooker punya takaran air berbeda, jadi sesuaikan. | Masukkan semua bahan lain. Aduk rata. Nyalakan tombol masak nasi pada rice cooker. | Saat nasi sudah mau matang, angakt tutup. Aduk rata. Biarkan nasi benar-benar matang. Aduk rata lagi setelah nasi matang dan buka tutup rice cooker agar uapnya hilang. | Sajikan nasi kuning dengan bawang merah goreng."
"Resep Es Selendang Mayang Merah-Putih, Minuman Segar Selesai Lomba 17-an",16-Agustus-2024,resep_makanan,"Kamu bisa menyumbangkan makanan penutup yang nikmat sesuai dengan tema Kemerdekaan RI, yaitu berwarna merah-puih.","https://asset.kompas.com/crops/DnzC2ywlFcbjv7OG4CMbpUAkFxg=/62x0:675x409/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/16/66bec8281f53a.jpg",https://www.kompas.com/food/read/2024/08/16/103809475/resep-es-selendang-mayang-merah-putih-minuman-segar-selesai-lomba-17-an,"750 ml air. | 2 lembar pandan, diikat. | 100 gram tepung hunkwe. | 50 gram tepung beras. | 1/4 sendok teh vanili bubuk. | 1/2 sendok teh garam. | 15 ml air daun suji dari 20 lembar daun suji dan 2 lembar daun pandan. | 3 tetes pewarna merah. | Artikel Kompas.id | 150 gram gula pasir. | 100 ml air. | 1 lembar daun pandan. | 500 ml santan dari 1 butir kelapa. | 2 lembar daun pandan, diikat simpul. | 600 gram es serut.","Rebus air, daun pandan, tepung hunkwe, tepung beras, vanili bubuk, dan garam. Masak sambil diaduk hingga meletup-letup. | Tuang adonan hijau ke dalam loyang 24x10x4 cm yang dioles minyak. Ratakan. Tuang dengan adonan putih diatasnya. Tuang lagi dengan adonan merah diatasnya. | Diamkan sampai dingin lalu potong bentuk jajaran genjang dua cm. | Buat sausnya. Rebus bahan saus sambil sesekali diaduk hingga mendidih. Dinginkan. | Kuah, rebus santan, daun pandan, dan garam sambil diaduk hingga mendidih. Angkat dan diginkan. | Sajikan potongan selendang mayang dengan siraman saus, santan, dan es batu."
"Resep Kerang Bumbu Iris, Lauk Praktis Tinggal Tumis",12-Agustus-2024,resep_makanan,"Kamu bisa membuat kerang bumbu iris yang masaknya cepat, karena bumbu tidak perlu diulek halus.","https://asset.kompas.com/crops/Px_lQ-mUnjO1ZGo2WvirfWJgKcc=/0x6:700x472/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/12/66b99dc6559b1.jpg",https://www.kompas.com/food/read/2024/08/12/133400775/resep-kerang-bumbu-iris-lauk-praktis-tinggal-tumis-,"350 gram kerang hijau | 1 sendok teh asam jawa dan 1 sendok makan air, dilarutkan | 1 lembar daun salam | Setengah sendok teh terasi bakar, dihaluskan | 2 sendok teh garam | Setengah sendok makan gula merah | 250 ml air | 3 sendok makan minyak untuk menumis | Bumbu iris: | Artikel Kompas.id | 8 butir bawang merah | 4 siung bawang putih | 5 buah cabai merah keriting | 2 buah cabai hijau besar | 2 buah cabai merah besar | 2 cm jahe | 1 buah tomat merah","Lumuri kerang hijau dengan air asam jawa. Sisihkan. | Panaskan minyak. Tumis bumbu iris, daun salam, dan terasi sampai harum. | Masukkan kerang. Aduk rata. Tambahkan garam dan gula merah. Aduk rata. | Tuang air. Masak sampai matang dan meresap."
"Resep Brownies Tanpa Gula, Pakai Ubi Manis dan Pisang Matang",12-Agustus-2024,resep_makanan,"Saat membuat brownies kamu juga bisa menggunakan dua bahan tersebut, tanpa mengubah tekstur atau rasa brownies itu sendiri.","https://asset.kompas.com/crops/GZRSsWWq9-venui-4UCEj1Qzdf0=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/07/21/669c72cd5ff45.jpg",https://www.kompas.com/food/read/2024/08/12/103600175/resep-brownies-tanpa-gula-pakai-ubi-manis-dan-pisang-matang,"200 gram tepung terigu yang sudah dicampur pengembang | 50 gram bubuk kakao, diayak | 1 sendok teh soda kue | 100 gram mentega, dipotong dadu | 100 ml susu rendah lemak | 3 butir telur ayam kampung ukuran besar, kocok lepas | 250 gram ubi manis, diparut halus | 1 buah pisang besar kematangan, haluskan dengan garpu | Artikel Kompas.id","Panaskan oven 180 derajat celcius.Olesi dan lapisi dasar serta sisi loyang kue persegi ukuran 23 cm dengan kertas roti. | Campurkan tepung terigu, bubuk kakao, dan soda kue dalam mangkuk besar. Buat lubang di tengahnya. | Lelehkan mentega dalam panci berukuran sedang di atas api kecil, aduk secara teratur. Angkat panci dari api, lalu tambahkan susu ke dalam mentega yang sudah meleleh. Masukkan telur, ubi, dan pisang, aduk hingga tercampur rata. | Tuangkan campuran mentega ke dalam adonan tepung secara perlahan, aduk terus dengan sendok kayu hingga menjadi adonan kental. Tuang ke dalam loyang yang sudah disiapkan. | Panggang di tengah oven selama 30-35 menit, atau hingga kue mengembang dan terasa agak keras saat disentuh. | Sajikan dalam keadaan hangat atau biarkan dingin dalam loyang sebelum dipotong menjadi kotak-kotak kecil."
"Resep Ikan Goreng Sambal Mangga, Asam Pedas Segar",12-Agustus-2024,resep_makanan,Pada resep Sajian Sedap ini menggunakan ikan tenggiri. Kamu juga bisa menggunakan ikan lain seperti kembung atau kakap.,,https://www.kompas.com/food/read/2024/08/12/093200475/resep-ikan-goreng-sambal-mangga-asam-pedas-segar,"500 gram ikan tenggiri steak | 5 batang serai, ambil putihnya, memarkan | 1 lembar daun pandan, ikat | 3 lembar daun jeruk, buang tulang daunnya | 3/4 sendok teh garam | 1 sendok teh gula merah, sisir | 250 ml air | 800 ml minyak untuk menggoreng | Artikel Kompas.id | 5 butir bawang merah | 3 siung bawang putih | 2 cm kunyit, bakar | 3 butir kemiri, sangrai | 100 gram mangga indramayu, iris korek api halus | 6 buah cabai rawit merah, goreng | 8 buah cabai merah keriting, goreng | 3 butir bawang merah, goreng | 1 sendok teh terasi, sangrai | 1/4 sendok teh garam","Rebus ikan tenggiri, air, serai, daun pandan, daun jeruk, garam, gula merah, dan bumbu halus sampai meresap dan kering. | Goreng ikan dalam minyak yang sudah dipanaskan diatas api sedang sampai matang. | Ulek bahan sambal kecuali mangga sampai halus. Masukkan mangga. Aduk rata. | Sajikan ikan tenggiri bersama sambal mangga."
"Resep Soto Lamongan untuk Akhir Pekan, Mudah Dibuat",11-Agustus-2024,resep_makanan,"Soto juga jadi salah satu makanan khas Indonesia yang mudah dibuat, karena hanya perlu haluskan bahan, tumis, dan rebus semua bahan.","https://asset.kompas.com/crops/eeqX26NzR8czXQraWe7oV_aBVXU=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/09/66b64a5c99955.jpg",https://www.kompas.com/food/read/2024/08/11/073100175/resep-soto-lamongan-untuk-akhir-pekan-mudah-dibuat-,"1 ekor ayam kampung, potong 4 bagian | 2.500 ml air | 2 cm lengkuas, memarkan | 2 batang serai, memarkan | 5 lembar daun jeruk, dibuang tulang daunnya | 3 butir cengkeh | 2 sendok makan garam | 2 sendok teh gula pasir | 3 sendok makan minyak goreng | Resep Usus Ayam Bumbu Rujak Enak Dijamin Bikin Nagih | Artikel Kompas.id | 8 butir bawang merah | 4 siung bawang putih | 4 cm kunyit, bakar | 2 cm jahe | 4 butir kemiri, sangrai | 1 sendok teh ketumbar | Setengah sendok teh merica bubuk | 150 gram taoge, seduh | 100 gram soun, diseduh | 5 lembar kol, diiris halus diseduh | 1 sendok makan daun seledri, dicincang halus | 3 butir telur rebus, potong menjadi 8 bagian | 3 sendok makan bawang putih goreng | 2 buah jeruk nipis | 2 sendok makan kecap manis | 4 sendok makan sambal cabai rawit","Rebus ayam di dalam air bersama lengkuas, serai, daun jeruk, cengkeh, garam, dan gula pasir sampai mendidih. | Tumis bumbu halus sampai matang. Masukkan ke dalam air kaldu rebusan ayam. Biarkan ayam empuk. Angkat dan tiriskan ayam. | Goreng ayam hingga kecokelatan. Suwir-suwir. Sisihkan. | Tata pelengkap dalam mangkuk, tambahkan ayam suwir. Siramkan kuah soto panas. Bubuhi air jeruk nipis dan kecap manis. Sajikan bersama sambal cabai rawit."
"Resep Telur Rendam Teh dan Rempah ala Taiwan, Bisa Jadi Stok Lauk",10-Agustus-2024,resep_makanan,"Kamu bisa mencoba resep telur rebus acar ala Korea, telur rebus ramen ala Jepang, atau telur rebus teh ala Taiwan.","https://asset.kompas.com/crops/Le9tH-3JunC0XAnJLfwU0G3wuyY=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2021/09/08/61383b63e6904.jpg",https://www.kompas.com/food/read/2024/08/10/080700075/resep-telur-rendam-teh-dan-rempah-ala-taiwan-bisa-jadi-stok-lauk-,"750 ml air | 2 sendok makan daun teh hitam | 1 sendok makan kecap asin | 1 sendok makan kecap hitam | 1 sendok makan kulit jeruk tangerine | 1 batang kayu manis (sekitar 5 cm) | 2 buah bunga lawang | Satu seperempat sendok teh garam, bagi dua | 8 butir telur ayam besar | Resep Telur Bacem Gurih, Manis, Warna Pekat Sempurna | Artikel Kompas.id","Campurkan 750 ml air, daun teh, kecap asin, kecap hitam, kulit jeruk, kayu manis, bunga lawang, dan seperempat sendok teh garam ke dalam panci besar. | Didihkan campuran tersebut. Setelah mendidih, kecilkan api, tutup panci, dan biarkan mendidih perlahan selama tiga jam. | Masukkan telur dan sisa 1 sendok teh garam ke dalam panci sedang. Tambahkan air dingin hingga menutupi telur. Didihkan, kemudian kecilkan api dan biarkan mendidih selama 20 menit. | Angkat dari api, tiriskan, dan dinginkan. Ketuk kulit telur yang sudah dingin dengan punggung sendok hingga retak. Jangan kupas kulitnya. | Setelah panci besar diangkat dari api, masukkan telur dan biarkan meresap selama minimal 8 jam. Untuk rasa yang lebih kaya, biarkan hingga satu sampai dua hari."
"Resep Donat Labu Kuning, Ide Jualan Makanan yang Sedang Tren",9-Agustus-2024,resep_makanan,"Pertengahan 2024, mulai bermunculan toko donat labu kuning di Jakarta. Donat labu kuning memiliki tampilan kuning cerah dan sedikit berkulit jika dibandingkan donat biasa.","https://asset.kompas.com/crops/IN3HAZRuKaXe4Am5gowlJ0I_Pv0=/383x334:3583x2468/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/09/66b5ddb7e96cd.jpg",https://www.kompas.com/food/read/2024/08/09/200200475/resep-donat-labu-kuning-ide-jualan-makanan-yang-sedang-tren-,"Artikel Kompas.id | 300 gram tepung terigu protein tinggi | 100 gram labu kuning kukus, haluskan | 30 gram gula pasir | 1,5 sendok teh ragi instan | 1 kuning telur | 50 gram santan kental instan | 85 ml air es | 30 gram margarin | 1 sendok teh garam | minyak padat untuk menggoreng","Campur tepung terigu, labu kuning, gula pasir, dan ragi instan. aduk rata. | Tambahkan kuning telur, santan, dan air es sedikit-sedikit sambil diuleni sampai kalis. | Masukkan margarin dan garam. uleni sampai elastis. diamkan 15 menit. | Kempiskan adonan. timbang masing-masing 25 gram. bulatkan dan pipihkan adonan. letakkan diloyangkan dan ditaburi tepung terigu. | Diamkan 45 menit sampai mengembang. | Goreng donat dalam minyak padat yang sudah dipanaskan sampai matang."
"Resep Kwetiau Kuah Asam Pedas, Kuah Medok Pakai Udang",9-Agustus-2024,resep_makanan,Resep kwetiau kuah asam pedas ini bisa jadi ide untuk makan malam praktis untuk keluarga atau sarapan untuk akhir pekan.,"https://asset.kompas.com/crops/ruxVzfoI2OHKCO-zE2_ro064uHk=/7x15:682x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/09/66b5cd3f1b2d2.jpg",https://www.kompas.com/food/read/2024/08/09/190500775/resep-kwetiau-kuah-asam-pedas-kuah-medok-pakai-udang-,"250 gram kwetiau, rebus, tiriskan | Resep Pepes Ayam Tomat Hijau Spesial untuk Lauk Nasi Hangat | Artikel Kompas.id | 150 gram udang, dikupas, dikerat punggung, disisakan ekor | 10 butir telur puyuh, direbus, dikupas | 1500 ml santan dari 1 butir kelapa | 1 batang serai, dimemarkan | 3 lembar daun jeruk, buang tulangnya | 1 sendok makan garam | 1 sendok teh gula pasir | 2 sendok makan air jeruk nipis | 1 batang daun bawang, dipotong 1 cm | 3 tangkai kucai, dipotong-potong | 1 sendok makan minyak untuk menumis | 8 butir bawang merah | 2 siung bawng putih | 2 butir kemiri, disangrai | 1 cm jahe | 5 buah cabai merah keriting | Setengah sendok teh ebi, sangrai | Setengah sendok teh terasi, bakar","Tumis bumbu halus, serai, dan daun jeruk sampai harum. Masukkan ayam dan udang. Aduk sampai berubah warna. Masukkan santan, garam, dan gula.Masak sampai mendidih. | Tambahkan telur puyuh, daun bawang dan air jeruk nipis. Aduk rata. Angkat. | Sajikan kwetiau dengan siraman kuah dan taburan kucai."
"Resep Brokoli Panggang Keju dan Bawang, Kreasi Sayur untuk Anak",7-Agustus-2024,resep_makanan,"Bahan brokoli panggang ini sederhana, karena hanya terdiri dari tiga bahan utama.","https://asset.kompas.com/crops/9_5t5ETwLfbX8YgFztJiHevXKn8=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2021/05/28/60b06eb5bb32c.jpg",https://www.kompas.com/food/read/2024/08/07/150300875/resep-brokoli-panggang-keju-dan-bawang-kreasi-sayur-untuk-anak,"3 kuntum brokoli atau sesuai selera | 175 gr keju quick melt | 3 siung bawang putih, cincang | Garam, secukupnya | Lada, secukupnya | Resep Mini Pizza Lezat Cuma Pakai 6 Bahan Ini Artikel Kompas.id | Resep Mini Pizza Lezat Cuma Pakai 6 Bahan Ini | Artikel Kompas.id","Letakkan brokoli di dalam loyang persegi panjang berukuran sedang. | Dalam mangkuk terpisah, aduk rata bawang putih cincang dengan keju parut. | Taburkan campuran keju secara merata di atas brokoli. Tambahkan garam dan lada sesuai selera. | Panggang selama 25 menit dengan suhu 190 derajat celcius atau hingga brokoli matang dan keju meleleh sempurna."
"Resep Tahu Kukus Telur, Ide Makanan Diet Tanpa Minyak",7-Agustus-2024,resep_makanan,"Telur dan tahu yang dikukus memiliki tekstur lembut dan tinggi protein, cocok jadi pilihan makanan diet.","https://asset.kompas.com/crops/sRq09FI6xbLFIKk2oblM1LdACf0=/412x7:1600x799/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/08/07/66b30a9663b8f.jpg",https://www.kompas.com/food/read/2024/08/07/140800775/resep-tahu-kukus-telur-ide-makanan-diet-tanpa-minyak-,"350 gr tahu sutra lembut atau tahu segar lainnya, potong menjadi irisan setebal 3mm | 3 butir telur ayam kampung | Setengah sdt garam | Setengah batang daun bawang, iris halus | 1 sdm kecap asin | Artikel Kompas.id","Susun tahu dalam loyang bulat dengan diameter sekitar 20 cm dan kedalaman 4 cm. Pastikan setiap potongan tahu saling tumpang tindih. | Kocok telur, garam, dan empat sdm air dalam mangkuk.Tuang campuran telur ke dalam loyang, menutupi tahu sepenuhnya. | Kukus dengan api sedang-rendah selama 15-20 menit. Tekstur telur harus mirip dengan panna cotta atau agar-agar tipis yang bergoyang dan konsisten di seluruh permukaan. | Sajikan tahu telur kuus dengan kecap asin dan daun bawang."
