id,type,judul,tanggal,kategori,deskripsi,url_gambar,url_link,bahan,langkah
11,resep_minuman,Resep Es Buah Segar Tanpa Susu dan Sirup untuk Buka Puasa,1-Maret-2025,resep_minuman,Hanya membutuhkan tiga jenis buah dan sirup gula (simple syrup) untuk membuat es buah segar.,"https://asset.kompas.com/crops/aaFpoH1KUshqAu5WLWCd5G0tEEg=/110x73:837x558/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2022/05/02/626f40abc96f9.jpg",https://www.kompas.com/food/read/2025/03/01/163100375/resep-es-buah-segar-tanpa-susu-dan-sirup-untuk-buka-puasa,"300 gr pepaya | 300 gr melon | 300 gr semangka | 250 gr gula pasir | 50 ml air | 1 buah jeruk lemon, peras airnya","Potong daging buah pepaya, melon, dan semangka dengan alat pemotong buah berbentuk bulat kecil. Simpan di kulkas. | Buat sirup dengan mendidihkan gula, air, dan air jeruk lemon hingga mengental. Angkat dan dinginkan. Simpan di kulkas. | Setelah buah dan sirup dingin, campur, dan aduk rata. Siapkan gelas, tuangkan ke dalamnya dan sajikan dingin."
12,resep_minuman,"Resep Es Tape Singkong Mutiara, Takjil untuk Bukber Keluarga",19-Februari-2025,resep_minuman,"Perpaduan tape singkong yang lembut, sagu mutiara kenyal, dan santan gurih berpadu dengan es serut menyegarkan, cocok disantap bersama keluarga saat momen bukber.","https://asset.kompas.com/crops/W7lLCRoki6DDuNw9ynjue0zMaGQ=/55x28:935x615/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/10/6616bbe543b00.jpg",https://www.kompas.com/food/read/2025/02/19/130100775/resep-es-tape-singkong-mutiara-takjil-untuk-bukber-keluarga,"250 gram tape siap pakai | 150 gram sagu mutiara (rendam 30 menit, lalu tiriskan) | 250 mililiter santan | 2 lembar daun pandan | 100 gram gula pasir | Es serut secukupnya | 5 Cara Merebus Singkong agar Empuk, Bahan Takjil Buka Puasa","Rebus sagu mutiara dengan 250 mililiter air, beri daun pandan dan gula pasir, lalu masak sembari diaduk hingga gula larut sekitar 20 menit. Setelah itu angkat dan tiriskan. | Potong-potong tape singkong lalu taruh di dalam mangkuk, siram tape singkong dengan sagu mutiara. | Rebus santan dan gula pasir di dalam panci sampai mendidih kemudian angkat dan biarkan dingin. | Siapkan mangkuk, isi dengan tape singkong, sagu mutiara, dan es serut, lalu tuang santan di atasnya saat hendak disajikan."
13,resep_minuman,"Resep Es Kelapa Jeruk, Minuman Segar Dingin untuk Buka Puasa",17-Februari-2025,resep_minuman,"Es kelapa jeruk menggabungkan kesegaran air jeruk peras dengan tekstur lembut kelapa muda, menciptakan minuman yang sempurna untuk melepas dahaga saat berbuka puasa.","https://asset.kompas.com/crops/GBg-8yRsESgf0v0Z9wZDxcFO2ZU=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/10/24/6536a69f1f0e0.jpg",https://www.kompas.com/food/read/2025/02/17/184959575/resep-es-kelapa-jeruk-minuman-segar-dingin-untuk-buka-puasa,"10 buah jeruk peras (belah 2, peras, dan saring) | 1 buah kelapa muda (serut memanjang) | 100 gram gula pasir | 300 mililiter air matang dingin | Es serut secukupnya | 10 Resep Es Buah Segar untuk Menu Buka Puasa, Simpel dan Lezat","Campur perasan jeruk, gula pasir, dan 300 mililiter air dingin, kemudian aduk hingga merata. Sementara itu, siapkan lima gelas saji. | Isi setiap gelas dengan serutan kelapa muda hingga 1/3 bagian gelas, tambahkan es batu, lalu tuang campuran air jeruk sesaat sebelum disajikan."
14,resep_minuman,"Resep Cokelat Dingin dengan Jeli, Ide Minuman Valentine yang Segar",3-Februari-2025,resep_minuman,"Bahan-bahan yang diperlukan tak terlalu banyak, antara lain susu cair, kental manis cokelat, cokelat masak, dan es batu.","https://asset.kompas.com/crops/_lGeZ9-eiSdzlxPPOgnIv0HI-As=/0x0:697x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/02/02/679f815f8fee4.jpg",https://www.kompas.com/food/read/2025/02/03/063600475/resep-cokelat-dingin-dengan-jeli-ide-minuman-valentine-yang-segar,200 mililiter susu cair | 200 mililiter kental manis cokelat | 100 gram cokelat masak pekat | 500 gram es batu | 1 bungkus jeli bubuk | 100 gram gula pasir | 500 mililiter air,"Jeli. Masukkan jeli bubuk, gula pasir, dan air ke panci. Masak sembari diaduk sampai mendidih. Kemudian tuang campuran jeli ke dalam loyang, lalu biarkan dingin sebelum dipotong dadu. | Minuman cokelat. Campur susu air dan kental manis cokelat ke panci. Masak sembari diaduk sampai panas, selanjutnya tambahkan cokelat masak. Aduk dan masak kembali sampai bahan-bahan tercampur rata. Diamkan sampai bersuhu ruang. | Pindahkan minuman cokelat ke blender, lalu beri es batu. Haluskan sampai lembut atau sesuai selera. Tambahkan jeli sebelum disajikan."
15,resep_minuman,"Resep Olahan Rambutan, Bisa Dibuat Jadi Minuman Dingin",1-Februari-2025,resep_minuman,"Kamu bisa menggunakan buah rambutan segar, tapi pastikan biji dan daging buah sudah terpisah. Jika tak ada, gunakanlah rambutan kalengan.","https://asset.kompas.com/crops/cUxsr9ywlZg3euh42pqCljv2Z8M=/0x0:697x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/02/01/679dae33c7d00.jpg",https://www.kompas.com/food/read/2025/02/01/123215875/resep-olahan-rambutan-bisa-dibuat-jadi-minuman-dingin,1 kaleng rambutan kaleng (tiriskan airnya) | 300 mililiter air rambutan kaleng | 200 mililiter air matang | 500 gram es serut | 500 mililiter susu cair | 1/2 bungkus agar-agar | 50 gram gula pasir | 1/4 sendok teh essence almond | 100 mililiter air | 175 gram gula pasir,"Puding. Campurkan susu cair, agar-agar dan gula pasir ke panci. Masak sembari diaduk hingga mendidih. Beri essence almond, angkat kemudian pindahkan campuran ke loyang berukuran 16 x 16 x 5 sentimeter. Biarkan dingin. | Setelah adonan dingin, potong dadu seukuran 2 x 2 sentimeter. Diamkan. | Sirop. Campurkan air dan gula ke panci, masak dan aduk sampai mendidih. Biarkan dingin. | Es rambutan. Masukkan rambutan, air rambutan, air, sirop, dan puding ke dalam wadah. Aduk sampai rata. Hidangkan dengan tambahan es serut."
16,resep_minuman,"Resep Teh Tarik, Minuman Hangat dan Manis untuk Cuaca Hujan",31-Januari-2025,resep_minuman,Kamu bisa mencampur teh dan susu evaporasi tanpa tambahan gula atau menggantinya dengan kental manis.,"https://asset.kompas.com/crops/pQC8t-ZQeOywcoQ3flwS-g2T4D4=/47x121:927x708/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/01/31/679c2a6464d44.jpg",https://www.kompas.com/food/read/2025/01/31/122500475/resep-teh-tarik-minuman-hangat-dan-manis-untuk-cuaca-hujan,2 sdt teh hitam aroma melati | 200 ml air mendidih | 50 ml susu evaporasi | 3 sdm kental manis,"Siapkan satu gelas bergagang, seduh teh dengan air panas mendidih hingga kental dan hitam. | Tambahkan susu evaporasi dan kental manis. Aduk rata. | Siapkan gelas kosong bergagang. Tuang campuran teh susu ke dalam gelas kosong sambil ditarik agak tinggi hingga seperti air yang akan tumpah. Lakukan berulang-ulang sampai berbusa. | Sajikan teh tarik selagi hangat."
17,resep_minuman,Cara Membuat Jus Sehat Penambah Imun Tubuh,31-Januari-2025,resep_minuman,"Jeruk, jahe, dan kunyit, pembangkit sistem imun yang populer, disatukan untuk membuat jus yang lezat dan sehat.","https://asset.kompas.com/crops/NLDiIlm_7hmALTjxThuZnpY-30o=/0x12:1000x678/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/10/659e57b6ab3df.jpg",https://www.kompas.com/food/read/2025/01/31/093100075/cara-membuat-jus-sehat-penambah-imun-tubuh,"1 (5 cm) jahe segar | 1 (3,8 cm) buah kunyit segar | 3 jeruk sunkist besar, kupas | Es batu","Proses jahe, kunyit, dan jeruk di blender atau juicer, sesuai urutan yang tercantum. Tuang di atas es dan segera minum. | Jika memakai blender saring terlebih dahulu."
18,resep_minuman,"Resep Jus Tomat Lemon, Minuman Penurun Kadar Asam Urat",26-Januari-2025,resep_minuman,"Sebaliknya, pengidap asam urat mesti mengonsumsi bahan makanan rendah purin untuk menurunkan kadar asam urat.","https://asset.kompas.com/crops/FjMKJJ_Is-w2W1PMQadyATs-FFw=/0x35:612x443/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/08/17/64ddaa3163e94.jpeg",https://www.kompas.com/food/read/2025/01/26/141413375/resep-jus-tomat-lemon-minuman-penurun-kadar-asam-urat,150 gr tomat | 1 sdm air jeruk lemon | 150 ml air matang | 50 gr es batu,Blender semua bahan sampai lembut. | Tuang dalam gelas saji. Minum selagi dingin.
19,resep_minuman,"Resep Mocktail untuk Imlek 2025, Cuma Butuh 4 Bahan",24-Januari-2025,resep_minuman,"Kali ini kamu cuma perlu empat bahan, dan cara membuatnya pun mudah ditiru dirumah.","https://asset.kompas.com/crops/IVrCADKzPKyF2KK5hVCu2dw78t4=/0x1925:3456x4229/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2022/11/23/637dc6916002f.jpg",https://www.kompas.com/food/read/2025/01/24/163100975/resep-mocktail-untuk-imlek-2025-cuma-butuh-4-bahan,1 sendok makan gula pasir | Seikat daun mint | 3 buah jeruk nipis | Air soda,"Haluskan gula dan daun mint secara bersamaan kemudian sisihkan. Masukkan es serut ke dalam dua gelas, lalu tuang air jeruk nipis ke dalam gelas bersama campuran daun mint. | Tuang air soda ke dalam gelas sesaat sebelum disajikan."
20,resep_minuman,"Resep Wedang Uwuh, Minuman Hangat untuk Cuaca Dingin",22-Januari-2025,resep_minuman,"Manfaat wedang berbeda-beda, tergantung bahan utama yang digunakan dalam minuman hangat tersebut.","https://asset.kompas.com/crops/izvLbT7xEkO-SjMR0CRTb70JHLM=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/03/25/5e7b041541317.jpg",https://www.kompas.com/food/read/2025/01/22/092300075/resep-wedang-uwuh-minuman-hangat-untuk-cuaca-dingin,1/2-1 jahe merah atau jahe wangi | 2 buah kapulaga | 1-2 lembar daun salam | 1 lembar daun manis jangan | 3-4 serutan kayu secang | 4-6 buah bunga cengkih | 1 potongan kayu akway | Gula batu secukupnya | 150 mililiter air,"Memarkan jahe wangi atau jahe merah, pecahkan kapulaga, lalu masukkan seluruh rempah-rempah ke dalam gelas dan seduh dengan 150 mililiter air mendidih. | Biarkan selama 5-10 menit, lalu minum."
21,resep_minuman,"Resep Minuman Penurun Kolesterol, Smoothie Stroberi Oatmeal",2-Januari-2025,resep_minuman,"Dikutip dari Medical News Today, Rabu (2/1/2025), buah beri kaya akan antioksidan dan serat sehingga bisa membantu menurunkan kolesterol, sekaligus rendah lemak dan kalori.","https://asset.kompas.com/crops/_1uvCWH8DwDzoV5RaRNKVjDDuFE=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/07/31/5f2418fef23ef.jpg",https://www.kompas.com/food/read/2025/01/02/102411475/resep-minuman-penurun-kolesterol-smoothie-stroberi-oatmeal,125 gram bluberi beku | 5 buah stroberi besar | 180 mililiter susu skim | 100 gram gula pasir | 100 gram oatmeal | 60 gram greek yoghurt | Es batu secukupnya,"Campur bluberi, susu, gula, oatmeal, stroberi, dan yogurt dalam blender, haluskan. | Tambahkan es, blender kembali hingga halus."
22,resep_minuman,"Resep Kopi Jahe Pedas, Minuman Penghangat Tubuh",15-Desember-2024,resep_minuman,"Kamu bisa membuat kopi jahe pedas yang terbuat dari jahe, serai, kental manis, gula, kopi bubuk, dan air.","https://asset.kompas.com/crops/4MxX-H-PjMhiuSPH1Zg2_9CuVKc=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/11/20/673d3f280a87a.jpg",https://www.kompas.com/food/read/2024/12/15/070300775/resep-kopi-jahe-pedas-minuman-penghangat-tubuh,"200 gram jahe | 5 barang serai, memarkan | 175 gram gula pasir | 1.250 ml air | Kental manis secukupnya | 3 sdm kopi bubuk | Kopi Geisha Termahal di Dunia, Apa Alasannya?","Garang atau bakar jahe sampai layu dan berair, kemudian pukul-pukul sampai memar. | Masak jahe, serai, kopi bubuk, gula pasir, dan air sampai mendidih dan air sampai mendidih dan air berkurang. Angkat dan saring. Panaskan kembali sampai mendidih. | Tuang kental manis, aduk rata. Sajikan dalam keadaan panas."
23,resep_minuman,"Resep Teh Madu Jeruk Nipis, Ide Minuman Hangat dan Segar",9-Desember-2024,resep_minuman,"Rasa teh ini tidak hanya asam menyegarkan, tapi juga manis berkat madu yang ditambahkan saat disajikan ke cangkir saji.","https://asset.kompas.com/crops/noFTFBHnkqfecDTVjtZac8Z_Juo=/684x456:6160x4107/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/09/28/66f7c1590a704.jpg",https://www.kompas.com/food/read/2024/12/09/143400575/resep-teh-madu-jeruk-nipis-ide-minuman-hangat-dan-segar,2 sendok makan teh hitam atau 2 kantong teh celup | 2 buah jeruk nipis (peras airnya) | 750 mililiter air | 100 mililiter madu,"Panaskan air di panci sampai mendidih, beri teh hitam atau teh celup. Tuang air perasan jeruk nipis dan diamkan selama beberapa saat sampai warnanya kecoklatan. Angkat, kemudian saring. | Tuang campuran teh dan jeruk nipis tersebut ke cangkir saji, beri madu agar manis."
24,resep_minuman,"Cara Membuat Teh Tubruk Madu, Minuman Hangat Saat Hujan",2-Desember-2024,resep_minuman,Jika kehujanan saat pulang kerja segera siapkan minuman hangat untuk memberikan rasa nyaman di badan.,"https://asset.kompas.com/crops/_YqrshkCtTlulNk09QHsuRIM8m8=/62x0:740x452/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/11/08/672dc8667aefa.jpg",https://www.kompas.com/food/read/2024/12/02/220805475/cara-membuat-teh-tubruk-madu-minuman-hangat-saat-hujan,Teh hitam 1 sendok makan | Madu 5 sendok makan | Air 500 mi,"Masak air sampai mendidih. | Siapkan cangkir dan isi dengan teh hitam, tuang air panas lalu tambahkan madu. Sajikan teh beserta ampasnya agar keharuman tetap terasa."
25,resep_minuman,"Resep Kopi Santan, Minuman Gurih dan Hangat untuk Tubuh",28-November-2024,resep_minuman,Kamu bisa menggunakan kopi instan untuk resep ini. Tambahkan pula garam secukupnya agar rasanya seimbang.,"https://asset.kompas.com/crops/uoWFEQQle1XXtpr8sYcPDu662X0=/0x693:1000x1359/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/11/28/6748654507589.jpg",https://www.kompas.com/food/read/2024/11/28/195244075/resep-kopi-santan-minuman-gurih-dan-hangat-untuk-tubuh,2 sdm kopi instan | 4 sdm gula merah | 400 ml santan dari 1/4 butir kelapa | 1 ruas jari jahe | Garam secukupnya,"Masukkan kopi instan dan gula ke cangkir atau gelas. Sisihkan. | Masak santan, jahe, dan garam di panci sampai mendidih sembari diaduk. Tuang campuran ini ke dalam cangkir atau gelas yang sudah terisi kopi instan dan gula. Aduk sampai rata. | Tuang campuran kopi santan ke gelas atau cangkir saji sembari disaring. Sajikan."
26,resep_minuman,"Resep Kopi Ginseng Jahe, Minuman Hangat untuk Jaga Stamina Tubuh",20-November-2024,resep_minuman,Ginseng bermanfaat untuk menjaga stamina tubuh dan mengembalikkan kebugaran badan usai beraktivitas.,"https://asset.kompas.com/crops/4MxX-H-PjMhiuSPH1Zg2_9CuVKc=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/11/20/673d3f280a87a.jpg",https://www.kompas.com/food/read/2024/11/20/093700475/resep-kopi-ginseng-jahe-minuman-hangat-untuk-jaga-stamina-tubuh,1 sdm kopi instan hitam | 3 ruas jari akar ginseng | 1 ruas jari jahe | 2 sdm krimer | 2 sdm gula pasir | 1 sdm madu | 600 ml air,"Cuci jahe, lalu bakar dan memarkan. Masak air hingga mendidih. Masukkan jahe sampai berbau harum, lalu masukkan akar ginseng. | Siapkan cangkir, seduh kopi instan, krimer, dan gula pasir dengan air rebusan jahe serta ginseng. Aduk rata. | Tambahkan madu dan sajikan selagi hangat."
